Mass	Intensity
3099.246	10778
3099.415	10691
3099.636	10895
3099.888	10509
3100.075	10668
3100.172	10819
3100.459	10786
3100.553	10733
3100.689	10736
3100.867	10663
3100.963	10493
3101.26	10923
3101.642	10621
3101.679	10578
3101.994	10569
3102.163	10593
3102.315	10599
3102.441	10824
3102.581	10892
3102.867	10708
3103.119	10788
3103.309	10828
3103.401	10771
3103.519	10692
3103.655	10671
3103.77	10725
3103.881	10868
3104.116	10910
3104.611	10734
3104.779	10606
3104.959	10696
3105.164	10902
3105.367	10757
3105.62	10727
3105.862	10928
3105.905	10811
3105.953	10798
3106.085	10974
3106.272	10789
3106.434	10717
3106.63	10848
3106.787	10776
3106.854	10596
3106.882	10723
3107.11	10804
3107.207	10880
3107.244	10799
3107.418	10774
3107.664	10627
3107.837	10713
3107.943	10726
3108.154	10759
3108.406	10840
3108.596	10688
3108.753	10709
3108.993	10884
3109.091	10786
3109.246	10844
3109.45	10580
3109.66	10602
3109.804	10768
3109.951	10809
3110.087	10797
3110.309	10804
3110.43	10695
3110.613	10679
3110.859	10884
3111.126	10704
3111.312	10692
3111.465	10831
3111.679	10892
3111.87	10654
3112.093	10854
3112.253	10674
3112.482	10899
3112.741	10719
3112.973	10763
3113.225	10720
3113.279	10819
3113.459	10693
3113.696	10838
3113.759	10738
3113.983	10657
3114.196	10627
3114.237	10726
3114.323	10704
3114.451	10858
3114.478	10726
3114.646	10835
3114.77	10724
3115.058	10723
3115.073	10829
3115.438	10787
3115.685	10603
3115.707	10764
3115.845	10887
3116.008	10783
3116.198	10653
3116.291	10645
3116.309	10714
3116.457	10715
3116.601	10872
3116.951	10691
3117.114	10817
3117.291	10764
3117.503	10723
3117.692	10783
3117.94	10673
3118.306	11022
3118.698	10859
3118.801	10724
3119.014	10884
3119.217	10806
3119.358	10689
3119.613	10892
3119.82	10967
3120.157	11081
3120.391	10830
3120.559	10811
3120.73	10881
3120.836	10839
3120.975	10657
3121.167	10776
3121.344	10897
3121.528	11129
3121.672	10922
3121.814	10746
3122.148	10732
3122.419	10783
3122.449	10787
3122.504	10713
3122.556	10736
3122.707	10832
3122.887	10816
3123.011	10810
3123.242	10762
3123.382	10850
3123.592	10891
3123.836	10627
3123.959	10648
3124.004	10575
3124.373	10614
3124.573	10634
3124.719	10769
3124.893	10636
3125.241	10740
3125.368	10660
3125.506	10608
3125.746	10705
3125.856	10823
3125.954	10757
3126.001	10815
3126.04	10664
3126.253	10631
3126.441	10810
3126.701	10841
3126.986	10678
3127.269	10771
3127.467	10745
3127.568	10779
3127.791	10672
3127.892	10781
3128.1	10876
3128.397	10640
3128.416	10569
3128.638	10726
3128.992	10706
3129.411	10727
3129.543	10664
3129.777	10844
3130.041	10682
3130.314	10638
3130.465	10649
3130.629	10799
3130.664	10745
3130.727	10718
3130.841	10838
3131.106	10930
3131.264	10884
3131.464	10583
3131.616	10577
3131.771	10579
3131.952	10828
3132.275	10823
3132.514	10801
3132.785	10655
3133.007	10709
3133.162	10712
3133.406	10765
3133.675	10809
3133.81	10873
3133.964	10865
3134.135	10689
3134.282	10564
3134.443	10694
3134.677	10662
3134.8	10880
3134.989	10771
3135.164	10826
3135.507	10872
3135.759	10797
3135.797	10625
3135.928	10583
3136.124	10908
3136.281	10651
3136.483	10687
3136.618	10778
3136.943	10780
3137.079	10633
3137.169	10717
3137.359	10711
3137.477	10695
3137.746	10772
3138.066	10802
3138.169	10867
3138.259	10767
3138.508	10812
3138.661	10668
3138.858	10785
3138.976	10727
3139.35	10935
3139.509	10752
3139.705	10941
3140.053	10773
3140.146	10705
3140.329	10866
3140.485	10587
3140.527	10597
3140.579	10609
3140.699	10694
3140.821	10797
3140.971	10536
3141.07	10656
3141.184	10756
3141.498	10684
3141.69	10571
3141.897	10702
3142.045	10780
3142.255	10695
3142.535	10726
3142.683	10828
3142.951	10838
3143.067	10726
3143.221	10817
3143.395	10610
3143.568	10748
3143.831	10785
3143.922	10826
3144.128	10686
3144.425	10645
3144.607	10566
3144.824	10850
3144.926	10904
3145.115	10839
3145.255	10856
3145.407	10697
3145.459	10733
3145.485	10738
3145.742	10716
3145.902	10445
3145.966	10708
3146.1	10586
3146.259	10612
3146.435	10865
3146.7	10871
3146.93	10641
3147.09	10833
3147.131	10601
3147.296	10716
3147.596	10860
3147.71	10820
3147.951	10917
3148.005	10675
3148.311	10837
3148.441	10709
3148.823	10862
3149.009	10661
3149.231	10818
3149.457	10853
3149.668	10839
3150.019	10692
3150.278	11012
3150.581	10840
3150.683	10915
3150.715	10861
3150.841	11071
3151.212	10838
3151.479	11021
3151.736	10791
3151.832	10854
3152.015	11031
3152.182	10924
3152.336	10808
3152.504	10910
3152.569	10903
3152.848	10958
3152.925	10794
3152.963	11002
3153.285	11019
3153.477	10723
3153.722	10869
3153.812	10811
3153.853	10764
3154.082	10954
3154.196	11056
3154.361	10862
3154.541	10855
3154.724	10835
3154.908	10827
3155.063	10708
3155.396	10838
3155.761	10822
3155.803	10620
3155.87	10782
3156.081	10854
3156.262	10525
3156.315	10650
3156.563	10781
3156.74	10901
3156.9	10699
3157.096	10557
3157.253	10706
3157.379	10943
3157.598	10754
3157.636	10795
3157.845	10703
3157.925	10623
3158.068	10780
3158.208	10803
3158.423	10863
3158.579	10653
3158.726	10665
3158.899	10833
3159.052	10675
3159.222	10818
3159.418	10642
3159.56	10578
3159.845	10747
3160.163	10719
3160.258	10812
3160.444	10635
3160.46	10646
3160.581	10699
3160.684	10854
3160.952	10673
3161.096	10804
3161.25	10718
3161.373	10652
3161.48	10661
3161.639	10603
3161.688	10599
3161.829	10981
3161.965	10717
3162.124	10769
3162.302	11018
3162.514	10579
3162.9	10633
3163.063	10590
3163.174	10771
3163.293	10712
3163.454	10591
3163.582	10489
3163.623	10381
3163.77	10522
3163.786	10483
3164.078	10876
3164.473	10673
3164.575	10849
3164.862	10671
3164.967	10721
3165.205	10606
3165.323	10712
3165.373	10660
3165.661	10739
3165.906	10667
3166.047	10737
3166.192	10674
3166.519	10830
3166.641	10645
3166.695	10624
3166.88	10708
3167.262	10702
3167.511	10628
3167.746	10651
3167.785	10669
3167.888	10827
3167.937	10631
3167.974	10809
3168.263	10790
3168.29	10748
3168.376	10858
3168.589	10803
3168.783	10833
3169.076	10420
3169.261	10818
3169.524	11104
3169.778	10822
3170.032	10670
3170.123	10892
3170.403	10634
3170.599	10693
3170.766	10765
3170.95	10874
3171.112	10921
3171.405	10758
3171.525	10651
3171.615	10907
3171.782	10850
3171.934	10841
3172.047	10785
3172.155	10834
3172.261	10689
3172.423	10473
3172.639	10757
3172.68	10705
3172.746	10803
3172.846	10773
3173.256	10776
3173.348	10723
3173.583	10766
3173.696	10895
3174.065	10949
3174.276	10752
3174.463	10744
3174.552	10572
3174.644	10670
3174.823	10722
3175.016	10715
3175.177	10848
3175.306	10672
3175.516	10661
3175.642	10713
3175.848	10852
3176.017	10687
3176.135	10713
3176.191	10626
3176.495	10807
3176.726	10745
3176.824	10695
3176.922	10720
3177.066	10689
3177.287	10738
3177.691	10746
3177.863	10707
3178.007	10829
3178.187	10701
3178.359	10509
3178.384	10708
3178.531	10713
3178.741	10721
3179.03	10590
3179.169	10623
3179.409	10682
3179.578	10759
3179.912	10793
3180.029	10817
3180.236	10685
3180.27	10723
3180.334	10646
3180.433	10791
3180.802	10739
3181.01	10766
3181.047	10710
3181.101	10760
3181.283	10771
3181.536	10583
3181.801	10631
3181.848	10555
3182.182	10780
3182.428	10898
3182.706	10631
3182.811	10792
3183.013	10566
3183.165	10618
3183.304	10919
3183.453	10710
3183.675	10733
3183.797	10748
3184.005	10709
3184.359	10732
3184.504	10723
3184.638	10777
3184.798	10900
3185.09	10676
3185.204	10879
3185.29	10734
3185.497	10709
3185.878	10869
3186.227	10646
3186.33	10829
3186.511	10750
3186.642	10904
3186.925	10782
3187.138	10842
3187.387	10932
3187.536	10939
3187.835	10858
3188.172	10888
3188.376	10986
3188.596	10938
3188.631	10950
3188.719	10918
3188.898	10959
3189.039	11197
3189.196	11217
3189.387	11278
3189.539	11244
3189.762	11286
3190.054	11334
3190.284	11412
3190.407	11430
3190.814	11527
3191.209	11301
3191.392	11302
3191.677	11129
3191.756	11229
3191.958	11115
3192.155	11055
3192.267	11154
3192.45	11207
3192.6	11106
3192.823	11065
3193.02	11081
3193.167	11104
3193.384	10903
3193.566	11002
3193.83	10995
3193.962	11031
3194.134	10792
3194.356	10783
3194.615	10949
3194.815	10833
3195.006	10747
3195.324	10865
3195.65	10648
3195.937	10713
3196.089	10751
3196.431	10703
3196.539	10800
3196.651	10840
3197.024	10694
3197.171	10723
3197.308	10716
3197.472	10910
3197.629	10658
3197.756	10823
3197.923	10807
3198.098	10723
3198.29	10757
3198.459	10588
3198.623	10688
3198.725	10660
3198.917	10643
3199.1	10587
3199.301	10526
3199.47	10792
3199.796	10762
3199.937	10797
3200.066	10802
3200.262	10841
3200.35	10982
3200.693	10943
3200.96	11029
3201.414	10958
3201.627	10654
3201.8	10766
3201.985	10911
3202.242	10862
3202.432	10882
3202.781	10902
3203.026	10818
3203.19	11112
3203.317	10947
3203.708	10798
3203.884	10950
3204.2	10886
3204.426	10669
3204.567	10949
3204.833	11027
3205.067	10889
3205.369	10934
3205.491	10758
3205.521	10603
3205.652	10610
3205.798	10798
3206.097	10724
3206.419	10989
3206.869	10743
3207.101	10778
3207.271	10891
3207.434	10700
3207.741	10729
3207.951	10877
3208.133	10832
3208.286	10974
3208.581	10550
3208.832	10738
3208.965	10750
3209.142	10900
3209.279	10746
3209.507	10699
3209.542	10591
3209.795	10667
3210.068	10885
3210.187	10918
3210.376	10806
3210.504	10759
3210.555	10885
3210.601	10811
3210.67	10777
3210.817	10956
3211.054	10776
3211.338	10947
3211.402	10854
3211.488	11021
3211.793	11175
3211.956	11185
3212.53	10988
3212.847	10824
3213.04	11105
3213.193	11014
3213.375	11022
3213.592	10933
3213.763	10802
3213.913	10948
3214.017	10750
3214.063	10774
3214.127	10754
3214.279	10765
3214.437	10881
3214.536	10828
3214.709	10944
3215.159	10871
3215.292	10821
3215.441	10878
3215.592	10805
3215.721	10892
3216.128	10969
3216.467	10853
3216.614	10796
3216.897	11014
3217.115	10774
3217.302	10893
3217.467	10909
3217.639	10875
3217.835	10788
3217.98	10879
3218.175	11055
3218.367	11025
3218.717	10704
3218.797	10772
3219.031	10831
3219.122	10742
3219.418	10733
3219.546	10754
3219.843	11071
3220.239	10840
3220.44	10735
3220.618	10709
3220.722	10715
3220.891	10805
3221.07	10685
3221.107	10771
3221.26	10768
3221.373	10786
3221.51	10883
3221.705	10754
3221.806	10766
3221.855	10673
3221.902	10682
3221.956	10746
3222.078	10827
3222.356	10849
3222.622	11039
3222.74	10778
3222.935	10692
3223.102	10632
3223.322	10979
3223.514	10851
3223.544	10928
3223.644	11092
3223.862	10775
3223.989	10765
3224.165	10827
3224.301	10874
3224.505	10949
3224.639	10823
3224.895	10850
3225.144	10962
3225.3	10829
3225.394	10972
3225.418	10843
3225.471	10892
3225.719	10964
3225.97	11029
3226.125	10661
3226.196	10734
3226.362	10775
3226.701	10878
3226.8	10853
3226.843	10761
3226.91	10734
3227.251	10836
3227.388	11143
3227.546	10948
3227.748	10711
3227.779	10725
3227.899	10888
3228.043	10721
3228.104	10739
3228.268	10754
3228.446	10805
3228.623	10840
3228.901	10800
3229.092	10647
3229.253	10869
3229.367	10780
3229.405	10693
3229.593	10814
3229.836	10605
3229.977	10738
3230.093	10879
3230.321	10672
3230.497	10770
3230.799	10760
3230.917	10661
3231.247	10696
3231.52	10589
3231.683	10779
3231.808	10804
3232.011	10769
3232.26	10740
3232.352	10771
3232.568	10716
3232.663	10728
3232.767	10628
3232.856	10812
3233.01	10867
3233.154	10715
3233.462	10875
3233.628	10771
3233.884	10768
3234.074	10877
3234.379	10934
3234.563	10720
3234.718	10856
3234.935	10862
3234.983	10753
3235.085	10862
3235.431	10844
3235.55	10799
3235.718	10723
3235.873	10673
3236.075	10716
3236.297	10702
3236.415	10718
3236.722	10893
3236.987	10678
3237.087	10782
3237.293	10863
3237.581	10744
3237.613	10711
3237.817	10736
3238.009	10813
3238.179	10886
3238.317	10855
3238.492	10773
3238.608	10776
3238.869	10736
3239	10837
3239.124	10751
3239.241	10589
3239.289	10637
3239.35	10683
3239.488	10759
3239.689	10753
3239.984	10457
3240.216	10797
3240.365	10709
3240.473	10994
3240.701	10689
3240.938	10768
3241.095	10869
3241.677	10752
3241.939	11006
3242.052	10815
3242.241	10686
3242.283	10549
3242.468	10971
3242.668	10755
3242.76	10899
3242.914	10608
3243.17	10730
3243.449	10782
3243.588	10721
3243.623	10702
3243.682	10808
3243.723	10802
3243.78	10712
3243.873	10784
3243.966	10773
3244.137	10735
3244.305	10755
3244.526	10726
3244.566	10833
3244.679	10641
3244.986	10716
3245.124	10732
3245.349	10775
3245.493	10904
3245.684	10780
3245.828	10564
3245.907	10601
3245.936	10549
3246.124	10741
3246.276	10853
3246.368	10895
3246.521	10804
3246.755	10724
3246.879	10795
3247.079	10776
3247.238	10787
3247.382	10863
3247.607	11011
3247.795	11289
3247.941	11213
3248.048	11256
3248.3	11541
3248.807	11242
3248.931	11356
3249.127	11553
3249.22	11440
3249.314	11317
3249.715	11467
3249.878	11419
3249.977	11306
3250.012	11345
3250.053	11447
3250.309	11424
3250.574	11498
3250.864	11175
3250.979	11389
3251.144	11344
3251.334	11183
3251.516	11266
3251.705	11009
3251.738	10921
3251.875	11091
3252.074	11160
3252.337	11153
3252.485	11059
3252.816	10925
3252.837	11012
3253.022	10862
3253.232	10888
3253.42	10952
3253.564	11015
3253.788	11032
3253.901	10839
3254.063	10988
3254.43	10810
3254.538	11054
3254.746	10736
3254.915	10726
3255.096	10813
3255.256	10894
3255.667	10590
3255.767	10693
3255.874	10712
3256.224	10960
3256.481	10573
3256.69	10934
3256.951	10728
3257.163	10963
3257.599	11028
3257.93	10835
3258.061	10740
3258.309	10711
3258.535	10671
3258.662	10533
3258.855	10693
3259.052	10508
3259.236	10741
3259.508	10465
3259.775	10426
3259.911	10579
3260.199	10852
3260.298	10805
3260.316	10712
3260.59	10691
3260.795	10684
3260.934	10765
3261.096	10675
3261.247	10511
3261.54	10663
3261.754	10814
3261.947	10804
3262.106	10669
3262.334	10771
3262.499	10839
3262.727	10627
3262.859	10544
3263.003	10661
3263.137	10520
3263.333	10514
3263.436	10726
3263.712	10770
3263.81	10651
3264.014	10749
3264.22	10586
3264.273	10544
3264.312	10566
3264.471	10603
3264.842	10635
3265.087	10674
3265.242	10877
3265.445	10797
3265.607	10694
3265.75	10617
3265.905	10596
3266.094	10679
3266.254	10737
3266.419	10628
3266.532	10701
3266.773	10810
3266.988	10702
3267.268	10723
3267.524	10594
3267.701	10661
3267.893	10773
3268.026	10732
3268.193	10657
3268.353	10538
3268.379	10733
3268.555	10835
3268.697	10684
3268.865	10871
3269.078	10786
3269.202	10879
3269.399	10838
3269.516	10835
3270.022	11023
3270.207	10845
3270.466	10994
3270.589	11199
3270.683	11006
3270.968	11039
3271.07	11078
3271.283	10991
3271.313	11030
3271.427	11060
3271.683	11021
3271.794	11115
3272.022	11079
3272.136	11023
3272.29	11133
3272.42	11172
3272.685	11009
3272.804	11096
3272.925	11073
3272.964	10893
3273.02	10967
3273.246	10900
3273.524	10804
3273.871	10952
3273.936	10994
3274.237	10901
3274.538	10749
3274.998	10810
3275.047	10944
3275.376	10531
3275.566	10849
3275.751	10717
3275.902	10625
3276.008	10607
3276.256	10728
3276.432	10596
3276.639	10616
3276.818	10534
3277.069	10655
3277.315	10664
3277.582	10546
3277.601	10697
3277.802	10743
3277.958	10652
3278.03	10650
3278.321	10580
3278.677	10769
3278.845	10669
3278.999	11053
3279.19	10790
3279.349	10785
3279.523	10622
3279.673	10650
3279.86	10802
3280.033	10639
3280.212	10721
3280.353	10614
3280.509	10827
3280.676	10691
3280.938	10768
3281.187	10953
3281.412	10832
3281.573	10748
3281.728	10735
3281.914	10901
3282.088	10628
3282.26	10809
3282.472	10651
3282.663	10795
3282.862	10919
3283.086	10613
3283.254	10772
3283.476	10665
3283.63	10687
3283.924	10888
3284.145	10807
3284.332	10896
3284.642	10783
3284.704	10874
3284.749	10792
3284.867	10757
3284.9	10756
3285.089	10892
3285.198	10840
3285.382	10889
3285.547	10671
3285.65	10600
3285.701	10648
3285.87	10904
3286.334	10820
3286.573	10783
3286.73	10848
3286.921	10828
3287.127	10770
3287.242	10818
3287.412	10841
3287.616	10763
3287.767	10678
3287.941	10708
3288.147	10936
3288.287	10665
3288.336	10749
3288.43	10791
3288.641	10676
3288.937	10744
3289.149	10764
3289.337	10767
3289.537	10736
3289.743	10717
3289.841	10767
3289.887	10782
3289.937	10873
3289.988	10790
3290.226	10778
3290.443	10750
3290.687	10857
3290.89	10722
3291.044	10673
3291.233	10680
3291.397	10789
3291.59	10771
3291.762	10786
3291.932	10780
3292.087	10762
3292.135	10759
3292.19	10661
3292.256	10746
3292.484	10748
3292.792	10914
3293.006	10941
3293.21	10683
3293.531	10800
3293.57	10801
3293.763	10795
3294.044	10672
3294.353	10706
3294.493	10743
3294.688	10812
3294.896	10881
3295.358	10648
3295.407	10640
3295.541	10845
